dataset,fname,label,sublabel,source,Unnamed: 4,filepath,duration
b,normal__169_1307970398039_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__169_1307970398039_C.wav,3.06975
b,normal__170_1307970562729_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__170_1307970562729_A.wav,4.6305
b,normal__170_1307970562729_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__170_1307970562729_B.wav,7.62775
b,normal__170_1307970562729_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__170_1307970562729_C.wav,7.3615
b,normal__172_1307971284351_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__172_1307971284351_B.wav,4.44175
b,normal__172_1307971284351_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__172_1307971284351_B1.wav,2.493
b,normal__173_1307973611151_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__173_1307973611151_B.wav,2.8995
b,normal__173_1307973611151_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__173_1307973611151_C.wav,3.0705
b,normal__174_1307987737137_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__174_1307987737137_B.wav,2.74675
b,normal__174_1307987737137_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__174_1307987737137_B1.wav,2.082
b,normal__175_1307987962616_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__175_1307987962616_B.wav,2.21775
b,normal__175_1307987962616_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__175_1307987962616_B1.wav,1.7285
b,normal__175_1307987962616_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__175_1307987962616_D.wav,4.7775
b,normal__176_1307988171173_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__176_1307988171173_A.wav,3.0005
b,normal__176_1307988171173_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__176_1307988171173_B.wav,3.2135
b,normal__176_1307988171173_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__176_1307988171173_B1.wav,1.47375
b,normal__177_1307989650056_A1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__177_1307989650056_A1.wav,2.46425
b,normal__177_1307989650056_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__177_1307989650056_B.wav,4.43475
b,normal__177_1307989650056_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__177_1307989650056_D.wav,2.04975
b,normal__177_1307989650056_D1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__177_1307989650056_D1.wav,2.68325
b,normal__178_1307989887769_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__178_1307989887769_B.wav,4.65325
b,normal__178_1307989887769_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__178_1307989887769_D.wav,11.5965
b,normal__179_1307990076841_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__179_1307990076841_B.wav,10.5745
b,normal__179_1307990076841_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__179_1307990076841_D.wav,3.68925
b,normal__180_1307990956284_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__180_1307990956284_A.wav,3.0935
b,normal__180_1307990956284_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__180_1307990956284_C.wav,5.367
b,normal__181_1308052613891_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__181_1308052613891_B.wav,3.72575
b,normal__181_1308052613891_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__181_1308052613891_D.wav,2.2785
b,normal__183_1308072703477_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__183_1308072703477_B.wav,4.312
b,normal__183_1308072703477_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__183_1308072703477_C.wav,4.085
b,normal__184_1308073010307_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__184_1308073010307_B.wav,13.1255
b,normal__184_1308073010307_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__184_1308073010307_D.wav,14.6725
b,normal__186_1308073648738_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__186_1308073648738_C1.wav,2.51275
b,normal__186_1308073648738_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__186_1308073648738_D.wav,3.28025
b,normal__188_1308074301731_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__188_1308074301731_C.wav,7.717
b,normal__188_1308074301731_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__188_1308074301731_D.wav,2.56225
b,normal__190_1308076920011_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__190_1308076920011_C1.wav,1.423
b,normal__190_1308076920011_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__190_1308076920011_D.wav,2.35325
b,normal__191_1308077299430_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__191_1308077299430_B.wav,11.825
b,normal__194_1308139824187_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__194_1308139824187_A.wav,7.673
b,normal__194_1308139824187_A1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__194_1308139824187_A1.wav,4.294
b,normal__198_1308141739338_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__198_1308141739338_C.wav,8.7315
b,normal__201_1308144942432_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__201_1308144942432_A.wav,1.64075
b,normal__201_1308144942432_A1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__201_1308144942432_A1.wav,4.516
b,normal__202_1308145175747_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__202_1308145175747_C.wav,5.0235
b,normal__202_1308145175747_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__202_1308145175747_D.wav,2.36975
b,normal__204_1308159229275_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__204_1308159229275_C.wav,4.70225
b,normal__204_1308159229275_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__204_1308159229275_D.wav,4.2325
b,normal__206_1308159601959_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__206_1308159601959_C.wav,3.46
b,normal__207_1308159792607_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__207_1308159792607_C.wav,6.9915
b,normal__208_1308159994503_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__208_1308159994503_C.wav,2.063
b,normal__209_1308162216750_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__209_1308162216750_A.wav,2.947
b,normal__209_1308162216750_A1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__209_1308162216750_A1.wav,1.80775
b,normal__210_1308162935880_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__210_1308162935880_B.wav,1.6605
b,normal__210_1308162935880_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__210_1308162935880_B1.wav,1.45925
b,normal__210_1308162935880_D1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__210_1308162935880_D1.wav,1.36875
b,normal__210_1308162935880_D2.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__210_1308162935880_D2.wav,1.23325
b,normal__213_1308245263936_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__213_1308245263936_C.wav,4.63125
b,normal__214_1308245489717_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__214_1308245489717_A.wav,1.507
b,normal__215_1308245664733_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__215_1308245664733_C.wav,2.976
b,normal__215_1308245664733_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__215_1308245664733_C1.wav,1.868
b,normal__216_1308245839516_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__216_1308245839516_C.wav,3.13425
b,normal__217_1308246111629_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__217_1308246111629_C.wav,4.58075
b,normal__217_1308246111629_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__217_1308246111629_C1.wav,3.205
b,normal__218_1308246311449_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__218_1308246311449_C.wav,1.93525
b,normal__218_1308246311449_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__218_1308246311449_C1.wav,3.50775
b,normal__220_1308250132896_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__220_1308250132896_C.wav,4.6475
b,normal__220_1308250132896_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__220_1308250132896_D.wav,2.35125
b,normal__224_1308337157445_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__224_1308337157445_C.wav,10.63275
b,normal__227_1308594233667_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__227_1308594233667_B.wav,2.042
b,normal__227_1308594233667_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__227_1308594233667_C.wav,2.6635
b,normal__230_1308595300880_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__230_1308595300880_B.wav,1.62425
b,normal__230_1308595300880_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__230_1308595300880_C.wav,2.3295
b,normal__232_1308748524018_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__232_1308748524018_A.wav,1.329
b,normal__232_1308748524018_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__232_1308748524018_B.wav,1.841
b,normal__232_1308748524018_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__232_1308748524018_B1.wav,1.408
b,normal__232_1308748524018_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__232_1308748524018_C.wav,1.70175
b,normal__232_1308748524018_D1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__232_1308748524018_D1.wav,1.681
b,normal__235_1308749032454_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__235_1308749032454_C.wav,1.20625
b,normal__235_1308749032454_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__235_1308749032454_D.wav,5.42225
b,normal__237_1308750231222_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__237_1308750231222_C.wav,1.43775
b,normal__238_1309194586293_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__238_1309194586293_A.wav,1.17275
b,normal__238_1309194586293_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__238_1309194586293_B.wav,1.1765
b,normal__250_1309202496494_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__250_1309202496494_A.wav,1.72425
b,normal__250_1309202496494_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__250_1309202496494_B.wav,3.0885
b,normal__252_1309203336604_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__252_1309203336604_B.wav,1.892
b,normal__256_1309351470137_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__256_1309351470137_A.wav,2.6345
b,normal__258_1309352253234_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__258_1309352253234_C.wav,3.0555
b,normal__260_1309353164458_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__260_1309353164458_C.wav,5.1525
b,normal__261_1309353556003_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__261_1309353556003_B.wav,2.97725
b,normal__262_1309355283807_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__262_1309355283807_A.wav,3.163
b,normal__267_1309368735165_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__267_1309368735165_A.wav,1.92975
b,normal__270_1309369533040_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__270_1309369533040_C.wav,3.16775
b,normal__273_1309370841191_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__273_1309370841191_B.wav,3.1655
b,normal__274_1311075637574_A1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__274_1311075637574_A1.wav,3.37625
b,normal__274_1311075637574_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__274_1311075637574_B.wav,2.07925
b,normal__274_1311075637574_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__274_1311075637574_B1.wav,1.9485
b,normal__274_1311075637574_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__274_1311075637574_D.wav,1.96975
b,normal__278_1311163365896_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__278_1311163365896_A.wav,3.442
b,normal__278_1311163365896_A1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__278_1311163365896_A1.wav,2.7285
b,normal__280_1311165195344_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__280_1311165195344_A.wav,3.26775
b,normal__282_1311166081161_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__282_1311166081161_C.wav,1.659
b,normal__283_1311167409239_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__283_1311167409239_A.wav,1.34825
b,normal__286_1311170606028_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__286_1311170606028_A.wav,1.5475
b,normal__286_1311170606028_A1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__286_1311170606028_A1.wav,1.03925
b,normal__286_1311170606028_B1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__286_1311170606028_B1.wav,2.30525
b,normal__286_1311170606028_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__286_1311170606028_C.wav,8.38675
b,normal__290_1311182875320_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__290_1311182875320_A.wav,3.36875
b,normal__291_1311185210672_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__291_1311185210672_A.wav,2.58125
b,normal__294_1311681084248_A.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__294_1311681084248_A.wav,10.25225
b,normal__294_1311681084248_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__294_1311681084248_B.wav,4.7425
b,normal__294_1311681084248_D1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__294_1311681084248_D1.wav,8.9415
b,normal__295_1311682673157_D.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__295_1311682673157_D.wav,1.488
b,normal__296_1311682952647_A1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__296_1311682952647_A1.wav,0.76325
b,normal__296_1311682952647_A2.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__296_1311682952647_A2.wav,1.236
b,normal__298_1311685888900_B.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__298_1311685888900_B.wav,6.89
b,normal__299_1311770522820_C.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__299_1311770522820_C.wav,5.081
b,normal__300_1311772096120_C1.wav,normal,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/normal__300_1311772096120_C1.wav,5.411
b,Bunlabelledtest__101_1305030823364_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__101_1305030823364_A.wav,10.59625
b,Bunlabelledtest__101_1305030823364_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__101_1305030823364_D.wav,21.77675
b,Bunlabelledtest__101_1305030823364_F.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__101_1305030823364_F.wav,2.66175
b,Bunlabelledtest__103_1305031931979_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__103_1305031931979_A.wav,7.22475
b,Bunlabelledtest__103_1305031931979_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__103_1305031931979_C.wav,8.429
b,Bunlabelledtest__105_1305033453095_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__105_1305033453095_B.wav,10.046
b,Bunlabelledtest__105_1305033453095_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__105_1305033453095_D.wav,15.44725
b,Bunlabelledtest__106_1306776721273_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__106_1306776721273_B.wav,3.03725
b,Bunlabelledtest__106_1306776721273_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__106_1306776721273_D.wav,4.513
b,Bunlabelledtest__107_1305654946865_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__107_1305654946865_B.wav,9.24525
b,Bunlabelledtest__107_1305654946865_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__107_1305654946865_D.wav,13.10775
b,Bunlabelledtest__108_1305654420093_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__108_1305654420093_C.wav,21.812
b,Bunlabelledtest__109_1305653646620_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__109_1305653646620_B.wav,12.867
b,Bunlabelledtest__109_1305653646620_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__109_1305653646620_D.wav,14.071
b,Bunlabelledtest__109_1305653972028_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__109_1305653972028_B.wav,4.62925
b,Bunlabelledtest__109_1305653972028_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__109_1305653972028_D.wav,8.257
b,Bunlabelledtest__110_1305655332337_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__110_1305655332337_D.wav,11.078
b,Bunlabelledtest__112_1306243000964_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__112_1306243000964_C.wav,4.114
b,Bunlabelledtest__113_1306244002866_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__113_1306244002866_C.wav,5.382
b,Bunlabelledtest__115_1306259437619_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__115_1306259437619_D.wav,10.80275
b,Bunlabelledtest__116_1306258689913_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__116_1306258689913_B.wav,11.68
b,Bunlabelledtest__117_1306262456650_B1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__117_1306262456650_B1.wav,7.65725
b,Bunlabelledtest__118_1306262335509_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__118_1306262335509_A.wav,5.7495
b,Bunlabelledtest__118_1306262335509_A1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__118_1306262335509_A1.wav,4.73825
b,Bunlabelledtest__118_1306262335509_C2.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__118_1306262335509_C2.wav,3.74875
b,Bunlabelledtest__121_1306263877235_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__121_1306263877235_B.wav,12.66075
b,Bunlabelledtest__122_1306325762831_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__122_1306325762831_A.wav,8.66975
b,Bunlabelledtest__122_1306325762831_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__122_1306325762831_B.wav,7.5
b,Bunlabelledtest__123_1306331925797_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__123_1306331925797_A.wav,15.8945
b,Bunlabelledtest__123_1306331925797_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__123_1306331925797_D.wav,14.312
b,Bunlabelledtest__125_1306332456645_B2.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__125_1306332456645_B2.wav,4.62025
b,Bunlabelledtest__126_1306777102824_C1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__126_1306777102824_C1.wav,3.12425
b,Bunlabelledtest__126_1306777102824_D1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__126_1306777102824_D1.wav,11.16225
b,Bunlabelledtest__127_1306764300147_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__127_1306764300147_D.wav,3.63625
b,Bunlabelledtest__128_1306344005749_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__128_1306344005749_C.wav,11.3875
b,Bunlabelledtest__129_1306344506305_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__129_1306344506305_B.wav,2.6175
b,Bunlabelledtest__130_1306347376079_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__130_1306347376079_A.wav,20.5735
b,Bunlabelledtest__132_1306758754432_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__132_1306758754432_A.wav,7.39275
b,Bunlabelledtest__132_1306758754432_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__132_1306758754432_B.wav,7.53625
b,Bunlabelledtest__132_1306758754432_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__132_1306758754432_D.wav,13.9335
b,Bunlabelledtest__134_1306428161797_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__134_1306428161797_A.wav,12.11025
b,Bunlabelledtest__134_1306428161797_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__134_1306428161797_B.wav,5.795
b,Bunlabelledtest__135_1306428972976_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__135_1306428972976_D.wav,8.80725
b,Bunlabelledtest__136_1306429977501_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__136_1306429977501_A.wav,8.4375
b,Bunlabelledtest__136_1306429977501_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__136_1306429977501_D.wav,2.76575
b,Bunlabelledtest__137_1306764999211_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__137_1306764999211_A.wav,2.922
b,Bunlabelledtest__137_1306764999211_B1.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__137_1306764999211_B1.wav,4.1375
b,Bunlabelledtest__137_1306764999211_D2.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__137_1306764999211_D2.wav,4.25825
b,Bunlabelledtest__138_1306762146980_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__138_1306762146980_C.wav,9.83775
b,Bunlabelledtest__139_1306519274653_B.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__139_1306519274653_B.wav,14.65925
b,Bunlabelledtest__139_1306519274653_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__139_1306519274653_C.wav,7.6705
b,Bunlabelledtest__141_1306520154450_A.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__141_1306520154450_A.wav,3.348
b,Bunlabelledtest__141_1306520154450_D.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__141_1306520154450_D.wav,7.15925
b,Bunlabelledtest__142_1306763049574_C.wav,Bunlabelledtest,,B,,/home/agiuser/FypProj/data/raw/DataSet1/set_b/Bunlabelledtest__142_1306763049574_C.wav,11.804
